custentity_hs_vid,salesreadines,buyingtimeframe,buyingreason,Projected Value
179633301,,,,"$39,000 - $44,000"
179991451,,,,"$39,000 - $44,000"
180483051,,,,"$15,000 - $29,000"
180288401,,,,"$15,000 - $29,000"
180655601,,,,"$39,000 - $44,000"
182551001,,,,"$106,000 - $140,000"
178417051,,,,"$39,000 - $44,000"
180531451,,,,"$39,000 - $44,000"
180721914,Cold,,,
182468001,,,,"$39,000 - $44,000"
180960651,,,,"$39,000 - $44,000"
179957501,,,,"$15,000 - $29,000"
180741251,,,,"$15,000 - $29,000"
180009451,,,,"$106,000 - $140,000"
178754801,,,,"$15,000 - $29,000"
182353801,,,,"$15,000 - $29,000"
179132401,,,,"$15,000 - $29,000"
180616351,,,,"$15,000 - $29,000"
178681851,,,,"$15,000 - $29,000"
180377501,,,,"$39,000 - $44,000"
179096051,,,,"$15,000"
179831001,,,,"$78,000 - $107,000"
182217151,,,,"$39,000 - $44,000"
181767601,,,,"$39,000 - $44,000"
178511301,,,,"$15,000 - $29,000"
178892751,,,,"$15,000 - $29,000"
178353353,,,,"$15,000 - $29,000"
179112901,,,,"$15,000"
179151301,Cold,,,
178931651,,,,"$15,000 - $29,000"
182149301,,,,"$15,000"
179495901,,,,"$15,000 - $29,000"
179015901,,,,"$15,000"
180952651,,,,"$106,000 - $140,000"
182112601,,,,"$15,000 - $29,000"
182664551,,,,"$15,000 - $29,000"
182668651,,,,"$78,000 - $107,000"
180372301,,,,"$39,000 - $44,000"
180305201,,,,"$15,000 - $29,000"
180374351,,,,"$39,000 - $44,000"
180722005,Cold,,,
181035601,,,,"$15,000 - $29,000"
179257651,,,,"$15,000 - $29,000"
180058151,,,,"$15,000 - $29,000"
181725001,,,,"$15,000 - $29,000"
180043551,,,,"$15,000"
181520501,,,,"$15,000 - $29,000"
178752001,,,,"$15,000 - $29,000"
182832451,,,,"$78,000 - $107,000"
182697801,,,,"$15,000"
178988551,,,,"$15,000 - $29,000"
180054551,,,,"$15,000 - $29,000"
181439101,,,,"$15,000 - $29,000"
181108351,,,,"$15,000 - $29,000"
181158008,,,,"$15,000 - $29,000"
181847651,,,,"$39,000 - $44,000"
179579651,,,,"$15,000 - $29,000"
181651051,,,,"$15,000 - $29,000"
180963701,,,,"$39,000 - $44,000"
179829001,,,,"$15,000 - $29,000"
182183451,Warm,,,
178398051,,,,"$15,000"
178967151,,,,"$78,000 - $107,000"
181676051,,,,"$15,000 - $29,000"
179939701,,,,"$15,000"
180517901,,,,"$39,000 - $44,000"
179130751,,,,"$15,000 - $29,000"
181461251,,,,"$39,000 - $44,000"
181533701,,,,"$78,000 - $107,000"
178657651,,,,"$15,000 - $29,000"
178745201,,,,"$39,000 - $44,000"
180570651,,,,"$15,000 - $29,000"
180931601,,,,"$106,000 - $140,000"
182303751,,,,"$78,000 - $107,000"
180722206,,,,"$15,000 - $29,000"
181716751,,,,"$15,000 - $29,000"
180232801,,,,"$50,000 - $65,000"
182329151,,,,"$15,000 - $29,000"
180286301,,,,"$39,000 - $44,000"
181133101,,,,"$15,000 - $29,000"
179667801,,,,"$15,000 - $29,000"
179689051,,,,"$78,000 - $107,000"
182378801,,,,"$78,000 - $107,000"
180989501,,,,"$15,000 - $29,000"
179128401,,,,"$15,000"
180447551,,,,"$15,000"
183011051,,,,"$15,000 - $29,000"
185962001,,,,"$15,000 - $29,000"
187426851,,,,"$15,000"
189071951,,,,"$39,000 - $44,000"
187722301,,,,"$78,000 - $107,000"
185637151,,,,"$50,000 - $65,000"
188565801,,,,"$15,000"
184551701,,,,"$15,000 - $29,000"
188930651,,,,"$15,000 - $29,000"
186879801,,,,"$39,000 - $44,000"
187801901,,,,"$15,000 - $29,000"
184909851,,,,"$15,000 - $29,000"
184672801,,,,"$15,000"
184279001,,,,"$15,000 - $29,000"
184532701,,,,"$15,000 - $29,000"
184394201,,,,"$15,000 - $29,000"
186871301,,,,"$39,000 - $44,000"
187175951,,,,"$15,000 - $29,000"
187775001,,,,"$15,000 - $29,000"
187460101,,,,"$106,000 - $140,000"
189354851,,,,"$39,000 - $44,000"
183482051,,,,"$15,000 - $29,000"
186674701,,,,"$15,000 - $29,000"
188528401,,,,"$15,000 - $29,000"
188726801,,,,"$15,000"
187955201,,,,"$39,000 - $44,000"
183846851,,,,"$39,000 - $44,000"
183355351,,,,"$15,000 - $29,000"
185650001,,,,"$15,000 - $29,000"
184374201,,,,"$15,000 - $29,000"
189345551,,,,"$39,000 - $44,000"
186603351,,,,"$39,000 - $44,000"
185920601,,,,"$15,000 - $29,000"
187203451,,,,"$15,000"
184285101,,,,"$78,000 - $107,000"
186375501,,,,"$15,000 - $29,000"
187617651,Cold,,,
184204701,,,,"$15,000 - $29,000"
186989901,,,,"$15,000 - $29,000"
186559851,,,,"> $200,000"
183274651,,,,"$15,000 - $29,000"
186577001,,,,"$39,000 - $44,000"
184667001,,,,"$15,000 - $29,000"
185811051,,,,"$15,000 - $29,000"
188244801,,,,"$15,000 - $29,000"
186075501,,,,"$15,000 - $29,000"
189376051,,,,"$39,000 - $44,000"
184297351,,,,"$15,000 - $29,000"
183046551,,,,"$39,000 - $44,000"
188623551,,,,"$15,000 - $29,000"
188755401,,,,"$15,000 - $29,000"
185391751,,,,"$39,000 - $44,000"
186041501,,,,"$39,000 - $44,000"
187723451,,,,"$15,000 - $29,000"
182866551,,,,"$78,000 - $107,000"
186066051,,,,"$15,000 - $29,000"
188786401,,,,"$15,000"
188792551,,,,"$39,000 - $44,000"
184263251,,,,"> $200,000"
184679851,,,,"$15,000 - $29,000"
188081051,,,,"$15,000 - $29,000"
189256951,,,,"$15,000"
185139901,,,,"$15,000 - $29,000"
186525351,,,,"$15,000 - $29,000"
186911901,,,,"$15,000 - $29,000"
183382101,,,,"$15,000 - $29,000"
188502401,,,,"$15,000 - $29,000"
184543551,,,,"$15,000 - $29,000"
184685251,,,,"$15,000 - $29,000"
184642501,,,,"$15,000 - $29,000"
183266601,,,,"$15,000 - $29,000"
183129901,,,,"$39,000 - $44,000"
185855451,,,,"$15,000 - $29,000"
186474451,,,,"$15,000 - $29,000"
188898701,,,,"$39,000 - $44,000"
185828801,,,,"$15,000 - $29,000"
186626251,,,,"$15,000"
183182652,,,,"$15,000 - $29,000"
187099901,,,,"$15,000 - $29,000"
185279701,,,,"$78,000 - $107,000"
184737251,,,,"$15,000 - $29,000"
183043851,,,,"$39,000 - $44,000"
187132101,,,,"$15,000 - $29,000"
187665101,,,,"$15,000 - $29,000"
188439001,,,,"$39,000 - $44,000"
189136551,,,,"$78,000 - $107,000"
184630501,,,,"$15,000"
186818501,,,,"$15,000"
184673001,,,,"> $200,000"
183768601,,,,"$106,000 - $140,000"
188392151,,,,"$15,000 - $29,000"
184899051,,,,"$15,000"
183194651,,,,"$78,000 - $107,000"
187478751,,,,"$15,000 - $29,000"
183346201,,,,"$39,000 - $44,000"
184251151,,,,"$106,000 - $140,000"
188559051,,,,"$50,000 - $65,000"
184349451,,,,"$15,000 - $29,000"
187626201,,,,"$15,000 - $29,000"
187047901,,,,"$15,000 - $29,000"
194295701,Cold,,,
192907901,,,,"$39,000 - $44,000"
195129251,Cold,,,
194931101,,,,"$15,000 - $29,000"
189759051,,,,"$78,000 - $107,000"
194837401,,,,"$15,000"
192200051,,,,"$15,000"
190684501,,,,"$15,000 - $29,000"
193067401,,,,"$15,000 - $29,000"
194050201,Warm,,,
194203551,,,,"$15,000"
190304601,,,,"$39,000 - $44,000"
192328551,,,,"$15,000"
190388801,,,,"$15,000 - $29,000"
190561351,,,,"$39,000 - $44,000"
190414151,,,,"$39,000 - $44,000"
191329351,,,,"$15,000"
193256101,,,,"$15,000 - $29,000"
192762201,Cold,,,
195136901,,,,"$39,000 - $44,000"
191432001,,,,"$15,000 - $29,000"
193812901,,,,"$15,000 - $29,000"
190902601,Cold,,,
194281151,Cold,,,
192141151,,,,"$106,000 - $140,000"
191452251,Cold,,,
190671201,,,,"$15,000 - $29,000"
192278601,,,,"$15,000 - $29,000"
191394901,,,,"$15,000"
192773951,,,,"$15,000 - $29,000"
194992851,,,,"$78,000 - $107,000"
193901251,,,,"$15,000 - $29,000"
190907951,,,,"$15,000 - $29,000"
194314951,Cold,,,
194295751,Cold,,,
194016452,,,,"$39,000 - $44,000"
189533201,,,,"$15,000 - $29,000"
194143951,Cold,,,
194362101,,,,"$15,000 - $29,000"
193505001,,,,"$15,000 - $29,000"
190084151,,,,"$15,000 - $29,000"
191681801,Cold,,,
192933401,,,,"$39,000 - $44,000"
189849401,Cold,,,
190849801,,,,"$15,000"
194269951,,,,"$78,000 - $107,000"
194011901,,,,"$78,000 - $107,000"
194462951,Cold,,,
193879551,,,,"$50,000 - $65,000"
193815801,,,,"$15,000 - $29,000"
191726101,,,,"$15,000 - $29,000"
193948151,,,,"$15,000"
194974751,Warm,,,
189429451,,,,"$15,000 - $29,000"
190241751,,,,"$15,000 - $29,000"
190638301,,,,"$39,000 - $44,000"
192731901,,,,"$15,000"
191974651,,,,"$15,000"
194463001,Cold,,,
191905504,,,,"$15,000 - $29,000"
191309301,,,,"$15,000 - $29,000"
191601651,,,,"$78,000 - $107,000"
192634851,,,,"$15,000"
194747651,,,,"$15,000 - $29,000"
191915501,,,,"$15,000"
192624351,,,,"$15,000 - $29,000"
192208851,,,,"$15,000 - $29,000"
193862951,,,,"$78,000 - $107,000"
191525851,,,,"$15,000"
192874701,,,,"$15,000 - $29,000"
190943701,,,,"$15,000 - $29,000"
192894151,,,,"$15,000 - $29,000"
193087801,Warm,,,
193984051,Cold,,,
194165551,Cold,,,
193833551,,,,"$15,000"
189438601,,,,"$15,000 - $29,000"
192421051,,,,"$50,000 - $65,000"
194168401,,,,"$15,000 - $29,000"
194349151,Cold,,,
194974801,Cold,,,
193234251,Warm,,,
189957251,,,,"$15,000 - $29,000"
194128451,,,,"$15,000 - $29,000"
190708101,,,,"$39,000 - $44,000"
191723701,Cold,,,
192614051,,,,"$15,000 - $29,000"
192607651,,,,"$15,000 - $29,000"
194463051,Cold,,,
194461001,Cold,,,
190371001,,,,"$15,000 - $29,000"
194454901,,,,"$15,000 - $29,000"
193096801,,,,"$15,000"
190691001,,,,"$15,000 - $29,000"
191420301,,,,"$15,000 - $29,000"
193115751,,,,"$78,000 - $107,000"
192610451,,,,"$15,000"
192970351,,,,"$15,000 - $29,000"
191601051,,,,"$15,000"
195042901,,,,"$15,000 - $29,000"
197252801,,,,"$78,000 - $107,000"
195875501,,,,"$39,000 - $44,000"
196704701,,,,"$15,000 - $29,000"
197493451,,,,"$15,000"
199563251,,,,"$15,000"
197851101,,,,"$15,000 - $29,000"
199799551,,,,"$15,000"
199018951,,,,"$39,000 - $44,000"
198993601,,,,"$15,000 - $29,000"
198146001,,,,"$50,000 - $65,000"
198626551,,,,"$15,000 - $29,000"
199454151,Cold,,,
198454001,Warm,,,
199161851,,,,"$78,000 - $107,000"
196324251,,,,"$39,000 - $44,000"
198028001,,,,"$39,000 - $44,000"
198449401,,,,"$15,000 - $29,000"
197069201,,,,"$15,000 - $29,000"
197602551,,,,"$15,000 - $29,000"
197244151,,,,"> $200,000"
198196201,,,,"$15,000 - $29,000"
199006951,Warm,,,
197200001,Cold,,,
198489751,,,,"$15,000 - $29,000"
196226551,Cold,,,
199101851,,,,"> $200,000"
198353051,,,,"$50,000 - $65,000"
198529951,,,,"$39,000 - $44,000"
199132051,Cold,,,
197216401,,,,"$15,000 - $29,000"
197338001,Cold,,,
199397251,,,,"$78,000 - $107,000"
195925451,,,,"$15,000 - $29,000"
198300601,,,,"$15,000"
199605901,,,,"$50,000 - $65,000"
195620551,,,,"$15,000 - $29,000"
196196801,,,,"$39,000 - $44,000"
195653851,,,,"$15,000 - $29,000"
198078651,,,,"$15,000 - $29,000"
198996901,,,,"$15,000 - $29,000"
196136651,,,,"$39,000 - $44,000"
197436601,Cold,,,
196330701,,,,"$39,000 - $44,000"
195258401,,,,"$15,000 - $29,000"
198695251,,,,"$39,000 - $44,000"
198462801,Cold,,,
199240551,,,,"$15,000"
196371001,,,,"$15,000 - $29,000"
195516201,,,,"$15,000 - $29,000"
195445801,,,,"$15,000 - $29,000"
195517751,,,,"$15,000 - $29,000"
199263601,,,,"$15,000"
195351351,,,,"$15,000 - $29,000"
197837151,,,,"$39,000 - $44,000"
197109801,,,,"$15,000 - $29,000"
197611601,Cold,,,
197630801,,,,"$15,000 - $29,000"
198025051,,,,"$39,000 - $44,000"
197954651,,,,"$15,000 - $29,000"
197401951,Warm,,,
199546751,,,,"$15,000"
196205101,,,,"$39,000 - $44,000"
197600601,,,,"$15,000 - $29,000"
199357251,,,,"$15,000 - $29,000"
199628101,,,,"$15,000"
195522051,,,,"$50,000 - $65,000"
199184251,Cold,,,
198568051,,,,"$50,000 - $65,000"
197996901,,,,"$15,000 - $29,000"
195308301,,,,"$15,000 - $29,000"
195519501,,,,"$39,000 - $44,000"
196479001,Warm,,,
196249351,,,,"$15,000 - $29,000"
196613901,,,,"$39,000 - $44,000"
195670801,,,,"$15,000 - $29,000"
199052901,Cold,,,
198214251,,,,"$15,000 - $29,000"
199142501,,,,"$15,000 - $29,000"
196417801,,,,"$15,000 - $29,000"
196366601,,,,"$15,000 - $29,000"
196961151,,,,"$78,000 - $107,000"
195524451,,,,"$15,000 - $29,000"
198352151,,,,"$50,000 - $65,000"
197170951,,,,"$15,000 - $29,000"
196737651,,,,"> $200,000"
199103251,,,,"$78,000 - $107,000"
197960451,,,,"$15,000 - $29,000"
197330451,,,,"$15,000 - $29,000"
195276151,,,,"$50,000 - $65,000"
198029851,,,,"$15,000"
199216901,,,,"$15,000"
196507501,,,,"$15,000 - $29,000"
195597901,,,,"$106,000 - $140,000"
199044151,,,,"$15,000 - $29,000"
198211901,,,,"$15,000 - $29,000"
197456951,,,,"$78,000 - $107,000"
198298151,Cold,,,
196182601,,,,"$39,000 - $44,000"
197424701,,,,"$78,000 - $107,000"
197143101,,,,"$39,000 - $44,000"
200259051,,,,"$15,000"
200796401,,,,"$15,000 - $29,000"
201314801,,,,"$15,000 - $29,000"
204107301,,,,"$15,000 - $29,000"
201852701,,,,"$15,000 - $29,000"
204198451,,,,"$50,000 - $65,000"
203722301,,,,"$15,000 - $29,000"
201966101,,,,"$15,000"
201217251,,,,"$15,000 - $29,000"
200006601,,,,"$15,000 - $29,000"
203199801,,,,"$15,000 - $29,000"
202123051,,,,"$50,000 - $65,000"
203208501,,,,"$15,000 - $29,000"
202345251,,,,"$39,000 - $44,000"
202176801,,,,"$15,000 - $29,000"
201794601,,,,"$15,000 - $29,000"
202329401,,,,"$15,000"
201016001,,,,"$15,000 - $29,000"
200292301,,,,"$15,000"
202472751,,,,"$15,000 - $29,000"
199879851,,,,"$15,000 - $29,000"
203797601,,,,"$50,000 - $65,000"
199954851,,,,"$15,000"
201878851,,,,"$15,000"
202820701,,,,"$15,000"
204258151,,,,"$15,000 - $29,000"
201869401,,,,"$15,000 - $29,000"
201008301,,,,"$15,000 - $29,000"
201639251,,,,"$15,000"
202433351,,,,"$15,000 - $29,000"
201568351,,,,"$15,000 - $29,000"
201245601,,,,"$15,000"
202860151,,,,"$39,000 - $44,000"
202041451,,,,"$15,000 - $29,000"
200094351,,,,"$15,000 - $29,000"
202578801,,,,"$15,000 - $29,000"
200505751,,,,"$50,000 - $65,000"
200043401,Cold,,,
203018101,,,,"$39,000 - $44,000"
200838551,,,,"$15,000 - $29,000"
201222801,,,,"$15,000 - $29,000"
201622901,Cold,,,
204115801,,,,"$15,000 - $29,000"
201424501,,,,"$39,000 - $44,000"
203661151,,,,"$15,000 - $29,000"
203584351,,,,"$39,000 - $44,000"
202152051,,,,"$15,000 - $29,000"
202440851,,,,"$15,000"
204191401,,,,"$15,000 - $29,000"
202788501,,,,"$78,000 - $107,000"
203896751,,,,"$15,000 - $29,000"
201010801,,,,"$15,000 - $29,000"
200722301,Warm,,,
204234151,,,,"$15,000 - $29,000"
203025301,,,,"$15,000 - $29,000"
203234451,,,,"$50,000 - $65,000"
201792151,,,,"$15,000 - $29,000"
201092201,,,,"$78,000 - $107,000"
204308151,,,,"$15,000 - $29,000"
202009751,,,,"$15,000 - $29,000"
200930651,,,,"$15,000"
203215801,,,,"> $200,000"
201180501,,,,"$15,000 - $29,000"
200018501,,,,"$15,000 - $29,000"
203640201,,,,"$78,000 - $107,000"
203220151,,,,"$15,000"
203735951,,,,"$39,000 - $44,000"
202697401,,,,"$15,000 - $29,000"
203092151,,,,"$15,000 - $29,000"
204186501,,,,"$39,000 - $44,000"
199896901,,,,"$78,000 - $107,000"
203878801,,,,"$15,000 - $29,000"
199998551,Warm,,,
202565551,,,,"$15,000 - $29,000"
203818651,,,,"$15,000"
201536701,,,,"$78,000 - $107,000"
202192051,,,,"$15,000 - $29,000"
200808251,,,,"$15,000"
202040001,,,,"$15,000 - $29,000"
202510301,,,,"$15,000"
200431651,,,,"$15,000 - $29,000"
201341651,,,,"$15,000 - $29,000"
201823451,,,,"$15,000 - $29,000"
202314451,,,,"$15,000"
202532301,,,,"$50,000 - $65,000"
202626551,,,,"$15,000 - $29,000"
201385701,,,,"$15,000 - $29,000"
200016651,,,,"$15,000 - $29,000"
200155401,,,,"$78,000 - $107,000"
201485801,,,,"$15,000"
201050901,,,,"$15,000"
202536701,,,,"$15,000 - $29,000"
200936201,,,,"$78,000 - $107,000"
201659901,,,,"$15,000 - $29,000"
202059251,Warm,,,
203519451,,,,"$78,000 - $107,000"
203211751,Cold,,,
204251351,,,,"$39,000 - $44,000"
200234001,,,,"$15,000"
201292801,,,,"$15,000 - $29,000"
209002101,Cold,,,
207569501,,,,"$15,000 - $29,000"
209272701,,,,"$39,000 - $44,000"
205254451,,,,"$15,000 - $29,000"
207699051,,,,"$39,000 - $44,000"
205613901,,,,"$15,000 - $29,000"
209187451,,,,"$15,000 - $29,000"
205955401,,,,"$15,000"
208730751,,,,"$39,000 - $44,000"
208947301,,,,"$15,000"
207235451,,,,"$15,000 - $29,000"
205902951,,,,"$15,000 - $29,000"
207216251,,,,"$15,000"
207854151,,,,"$15,000 - $29,000"
204534551,,,,"$39,000 - $44,000"
206442601,,,,"$15,000 - $29,000"
207745101,,,,"$15,000 - $29,000"
209353301,,,,"$50,000 - $65,000"
206809451,,,,"$15,000 - $29,000"
207086701,,,,"$39,000 - $44,000"
210176701,,,,"$15,000 - $29,000"
204853001,,,,"$15,000"
207414301,,,,"$15,000"
205606151,Cold,,,
207576601,,,,"$15,000 - $29,000"
207716651,,,,"$15,000 - $29,000"
204557951,,,,"$15,000 - $29,000"
205765901,,,,"$15,000 - $29,000"
209282601,,,,"$39,000 - $44,000"
207387401,,,,"$15,000 - $29,000"
206236701,Cold,,,"$15,000 - $29,000"
207315201,,,,"$78,000 - $107,000"
205022051,,,,"$15,000"
208828201,,,,"$106,000 - $140,000"
205887001,,,,"$15,000 - $29,000"
208416051,,,,"$39,000 - $44,000"
207402301,,,,"$39,000 - $44,000"
209087251,,,,"$78,000 - $107,000"
204413001,,,,"$50,000 - $65,000"
208995101,,,,"$78,000 - $107,000"
208713501,,,,"$15,000 - $29,000"
206364451,,,,"$50,000 - $65,000"
209399051,,,,"$15,000 - $29,000"
210048501,,,,"$15,000 - $29,000"
204401501,,,,"$15,000"
206130751,,,,"$15,000 - $29,000"
205142851,,,,"$15,000 - $29,000"
204895051,,,,"$15,000 - $29,000"
207452451,,,,"$15,000 - $29,000"
209222151,Cold,,,
206939351,,,,"$15,000 - $29,000"
208220651,,,,"$15,000 - $29,000"
210015751,,,,"$39,000 - $44,000"
207589851,,,,"$50,000 - $65,000"
208802551,,,,"$78,000 - $107,000"
205642951,,,,"$15,000 - $29,000"
207378901,,,,"$15,000 - $29,000"
208900351,Cold,,,
206206151,,,,"$39,000 - $44,000"
209248501,,,,"$78,000 - $107,000"
209649651,,,,"$39,000 - $44,000"
205693901,,,,"$15,000 - $29,000"
210152201,,,,"$15,000"
208107252,,,,"$15,000 - $29,000"
204893101,,,,"$15,000 - $29,000"
206986701,,,,"$177,000 - $200,000"
208826351,,,,"$15,000"
209207001,,,,"$15,000 - $29,000"
205737701,,,,"$39,000 - $44,000"
209854251,,,,"$78,000 - $107,000"
206411751,,,,"$15,000 - $29,000"
209576151,,,,"$15,000 - $29,000"
205060501,,,,"$15,000 - $29,000"
208194501,,,,"$15,000"
209800751,,,,"$15,000"
207793101,,,,"$106,000 - $140,000"
209250251,,,,"$15,000 - $29,000"
206778602,,,,"$15,000 - $29,000"
209280451,,,,"$15,000 - $29,000"
206018951,,,,"$78,000 - $107,000"
206532751,,,,"$15,000 - $29,000"
207760551,,,,"$15,000"
210090051,,,,"$39,000 - $44,000"
205598601,,,,"$15,000 - $29,000"
208676001,,,,"$15,000"
205483501,,,,"$15,000 - $29,000"
206532251,Warm,,,
206752901,,,,"$78,000 - $107,000"
205823901,,,,"$15,000 - $29,000"
209179051,,,,"$106,000 - $140,000"
204544751,Cold,,,
205520851,,,,"$15,000 - $29,000"
205603501,,,,"$15,000 - $29,000"
209142151,,,,"$15,000 - $29,000"
205590451,,,,"$15,000 - $29,000"
205902001,,,,"$15,000 - $29,000"
205087951,,,,"$15,000"
209898101,,,,"$15,000 - $29,000"
209430401,,,,"$39,000 - $44,000"
206808751,,,,"$15,000 - $29,000"
210471051,,,,"$15,000"
213611451,,,,"$15,000"
215479251,,,,"$15,000 - $29,000"
215914201,Cold,,,
210187151,,,,"$15,000 - $29,000"
213669301,,,,"$15,000 - $29,000"
212263851,,,,"$78,000 - $107,000"
210321051,Cold,,,
214007251,,,,"$15,000"
212212401,,,,"$15,000 - $29,000"
214382301,,,,"$15,000 - $29,000"
211516551,,,,"$39,000 - $44,000"
211917501,,,,"$15,000"
212979601,,,,"$15,000 - $29,000"
215863551,,,,"$15,000"
214284001,,,,"$15,000 - $29,000"
213056151,,,,"$15,000 - $29,000"
214475501,,,,"$78,000 - $107,000"
210335151,Warm,,,
215262951,,,,"$15,000 - $29,000"
213005451,,,,"$39,000 - $44,000"
214319101,,,,"$15,000 - $29,000"
211372452,,,,"$15,000 - $29,000"
215912351,,,,"$15,000"
215434901,,,,"$15,000 - $29,000"
212875251,,,,"$78,000 - $107,000"
210393551,,,,"$15,000 - $29,000"
212193251,,,,"$15,000 - $29,000"
213922951,,,,"$15,000 - $29,000"
215859351,,,,"$15,000 - $29,000"
212115951,,,,"$15,000 - $29,000"
213035001,,,,"$15,000 - $29,000"
210221001,,,,"$50,000 - $65,000"
215646101,,,,"$15,000 - $29,000"
210216151,,,,"$15,000 - $29,000"
212399101,,,,"$39,000 - $44,000"
211705801,,,,"$39,000 - $44,000"
212023551,,,,"$15,000 - $29,000"
213325801,,,,"$15,000"
214992051,,,,"$39,000 - $44,000"
212184001,,,,"$50,000 - $65,000"
214290351,,,,"$15,000"
213987501,,,,"$15,000 - $29,000"
210196201,,,,"$15,000 - $29,000"
210743551,,,,"$15,000"
213003201,,,,"$78,000 - $107,000"
214741951,,,,"$39,000 - $44,000"
214002101,,,,"$15,000 - $29,000"
213781451,,,,"$15,000 - $29,000"
214895801,,,,"$15,000 - $29,000"
212078301,,,,"$15,000 - $29,000"
211615201,,,,"$15,000"
213877301,,,,"$39,000 - $44,000"
211103001,,,,"$15,000 - $29,000"
213015101,,,,"$78,000 - $107,000"
213839151,,,,"$15,000 - $29,000"
214598751,,,,"$15,000 - $29,000"
214456401,,,,"$78,000 - $107,000"
215623751,,,,"$15,000"
215869251,,,,"$50,000 - $65,000"
214891601,,,,"$39,000 - $44,000"
211724351,,,,"$15,000"
214734701,,,,"$15,000 - $29,000"
214063201,,,,"$15,000 - $29,000"
215860601,,,,"$15,000 - $29,000"
210326053,,,,"$15,000"
210486052,,,,"$15,000 - $29,000"
215074401,,,,"$15,000 - $29,000"
214638201,,,,"$15,000 - $29,000"
214401651,,,,"$15,000"
210207551,,,,"$15,000"
215069801,,,,"$50,000 - $65,000"
210907951,,,,"$15,000 - $29,000"
214751601,,,,"$15,000"
214789901,,,,"$15,000 - $29,000"
211211351,,,,"$39,000 - $44,000"
212401001,,,,"$106,000 - $140,000"
213971201,,,,"$15,000 - $29,000"
214557451,,,,"$15,000 - $29,000"
211655001,,,,"$15,000 - $29,000"
214572301,,,,"$50,000 - $65,000"
215247901,,,,"$15,000 - $29,000"
210757701,,,,"$15,000"
211648851,,,,"$15,000"
215159051,,,,"$50,000 - $65,000"
211719751,,,,"$78,000 - $107,000"
210187101,,,,"$15,000"
211824251,,,,"$15,000"
214588951,Warm,,,
213467751,,,,"$15,000 - $29,000"
213126251,,,,"$15,000 - $29,000"
214882601,,,,"$50,000 - $65,000"
211862601,,,,"$50,000 - $65,000"
214688801,,,,"$50,000 - $65,000"
215893301,,,,"$15,000 - $29,000"
210625401,,,,"$50,000 - $65,000"
214329651,,,,"$15,000"
213990201,,,,"$15,000 - $29,000"
214656051,,,,"$15,000 - $29,000"
212911951,,,,"$15,000 - $29,000"
219781401,,,,"$50,000 - $65,000"
217199601,,,,"$15,000"
219928351,,,,"$15,000 - $29,000"
217832951,,,,"$15,000 - $29,000"
217253601,,,,"$15,000 - $29,000"
219639301,,,,"$15,000 - $29,000"
219429901,,,,"$39,000 - $44,000"
219848451,,,,"$15,000 - $29,000"
218819351,,,,"$15,000 - $29,000"
215985601,,,,"$50,000 - $65,000"
217694951,,,,"$15,000 - $29,000"
216271301,,,,"$15,000 - $29,000"
217064401,,,,"$50,000 - $65,000"
218210851,,,,"$15,000 - $29,000"
218731051,,,,"$15,000 - $29,000"
217060051,,,,"> $200,000"
218679851,,,,"$15,000"
219349301,,,,"$15,000 - $29,000"
217524701,,,,"$15,000 - $29,000"
215972851,,,,"$15,000 - $29,000"
216089551,,,,"$15,000"
215955951,,,,"$39,000 - $44,000"
216631001,,,,"$15,000 - $29,000"
218295351,,,,"$15,000 - $29,000"
218977851,,,,"$15,000 - $29,000"
220220001,,,,"$15,000 - $29,000"
219073101,,,,"$15,000 - $29,000"
219674451,,,,"$15,000 - $29,000"
218033851,,,,"$39,000 - $44,000"
219691601,,,,"$15,000 - $29,000"
217790901,,,,"$15,000 - $29,000"
217535151,,,,"$15,000 - $29,000"
219824451,,,,"$15,000 - $29,000"
219608951,,,,"$39,000 - $44,000"
216608651,,,,"$15,000"
